	MC: BLCA	MC: BRCA	MC: CESC	MC: COAD	MC: ESCA	MC: HNSC	MC: KIRC	MC: KIRP	MC: LIHC	MC: LUAD	MC: LUSC	MC: PRAD	MC: READ	MC: STAD	MC: THCA	MC: UCEC	MS: BLCA	MS: BRCA	MS: CESC	MS: COAD	MS: ESCA	MS: HNSC	MS: KIRC	MS: KIRP	MS: LIHC	MS: LUAD	MS: LUSC	MS: PRAD	MS: READ	MS: STAD	MS: THCA	MS: UCEC
TENM3	32.0	17.0	10.0	66.0	10.0	10.0	2.0	6.0	10.0	50.0	45.0	3.0	19.0	48.0	0.0	146.0	31.0	15.0	8.0	47.0	8.0	10.0	2.0	6.0	10.0	47.0	43.0	3.0	11.0	41.0	0.0	75.0
TSC1	31.0	8.0	5.0	22.0	4.0	2.0	4.0	4.0	7.0	6.0	9.0	1.0	2.0	8.0	0.0	52.0	31.0	8.0	5.0	18.0	4.0	2.0	4.0	4.0	7.0	6.0	9.0	1.0	1.0	6.0	0.0	38.0
LAMA3	38.0	15.0	6.0	39.0	2.0	19.0	5.0	5.0	9.0	28.0	17.0	6.0	9.0	30.0	1.0	114.0	30.0	14.0	6.0	32.0	2.0	19.0	5.0	5.0	9.0	28.0	16.0	6.0	4.0	23.0	1.0	64.0
ABCA13	36.0	36.0	21.0	99.0	11.0	39.0	12.0	6.0	29.0	81.0	68.0	11.0	37.0	67.0	0.0	294.0	30.0	31.0	15.0	67.0	11.0	32.0	11.0	5.0	27.0	74.0	56.0	10.0	14.0	45.0	0.0	88.0
MYCBP2	36.0	38.0	13.0	71.0	10.0	24.0	11.0	5.0	14.0	39.0	35.0	8.0	11.0	57.0	1.0	199.0	30.0	32.0	12.0	49.0	8.0	22.0	11.0	5.0	13.0	37.0	34.0	7.0	9.0	43.0	1.0	68.0
VPS13B	34.0	28.0	23.0	68.0	8.0	33.0	7.0	2.0	9.0	45.0	53.0	9.0	14.0	62.0	1.0	167.0	30.0	25.0	17.0	51.0	8.0	32.0	7.0	2.0	8.0	39.0	46.0	6.0	8.0	52.0	1.0	66.0
ZFP36L1	34.0	11.0	4.0	10.0	0.0	3.0	0.0	2.0	2.0	11.0	7.0	2.0	0.0	7.0	0.0	15.0	30.0	11.0	3.0	10.0	0.0	3.0	0.0	2.0	2.0	11.0	7.0	2.0	0.0	7.0	0.0	14.0
DNAH17	32.0	32.0	15.0	72.0	7.0	19.0	6.0	2.0	12.0	24.0	23.0	9.0	14.0	50.0	2.0	161.0	30.0	28.0	12.0	45.0	7.0	16.0	6.0	2.0	12.0	24.0	20.0	8.0	10.0	41.0	2.0	72.0
VCAN	31.0	19.0	22.0	62.0	7.0	31.0	3.0	6.0	11.0	99.0	48.0	3.0	30.0	48.0	1.0	201.0	30.0	17.0	14.0	39.0	7.0	26.0	3.0	6.0	11.0	76.0	38.0	3.0	11.0	34.0	1.0	65.0
CSMD1	30.0	33.0	29.0	108.0	21.0	32.0	10.0	5.0	24.0	125.0	99.0	10.0	32.0	97.0	2.0	220.0	30.0	28.0	21.0	66.0	20.0	28.0	9.0	5.0	21.0	101.0	73.0	10.0	23.0	70.0	2.0	87.0
FRY	30.0	8.0	15.0	65.0	6.0	24.0	6.0	3.0	5.0	29.0	38.0	2.0	23.0	41.0	2.0	158.0	30.0	8.0	12.0	46.0	6.0	22.0	6.0	3.0	4.0	28.0	33.0	2.0	8.0	33.0	2.0	65.0
GOLGB1	39.0	23.0	20.0	53.0	7.0	16.0	1.0	6.0	7.0	24.0	40.0	4.0	17.0	32.0	2.0	149.0	29.0	17.0	16.0	32.0	7.0	15.0	1.0	6.0	7.0	22.0	35.0	3.0	4.0	26.0	2.0	61.0
PLEC	38.0	14.0	28.0	58.0	10.0	52.0	4.0	3.0	6.0	52.0	48.0	7.0	4.0	87.0	4.0	120.0	29.0	13.0	17.0	40.0	9.0	34.0	4.0	3.0	6.0	50.0	40.0	5.0	4.0	62.0	4.0	63.0
ASH1L	34.0	26.0	13.0	54.0	2.0	13.0	3.0	4.0	8.0	33.0	22.0	6.0	13.0	52.0	2.0	147.0	29.0	22.0	9.0	40.0	2.0	12.0	3.0	4.0	8.0	32.0	21.0	6.0	9.0	39.0	2.0	80.0
SRCAP	34.0	24.0	21.0	58.0	7.0	20.0	4.0	7.0	11.0	42.0	19.0	6.0	8.0	53.0	1.0	132.0	29.0	22.0	15.0	43.0	7.0	18.0	4.0	7.0	8.0	38.0	18.0	6.0	8.0	43.0	1.0	67.0
CSMD2	33.0	29.0	7.0	83.0	10.0	24.0	5.0	5.0	15.0	81.0	80.0	10.0	18.0	44.0	4.0	155.0	29.0	28.0	7.0	58.0	9.0	24.0	5.0	5.0	12.0	73.0	66.0	8.0	10.0	38.0	4.0	79.0
LRP1	33.0	33.0	12.0	72.0	6.0	30.0	11.0	4.0	19.0	41.0	34.0	11.0	11.0	63.0	0.0	198.0	29.0	27.0	8.0	45.0	4.0	27.0	11.0	4.0	19.0	37.0	31.0	5.0	8.0	40.0	0.0	84.0
MYH9	33.0	29.0	16.0	44.0	2.0	24.0	0.0	3.0	1.0	17.0	24.0	6.0	4.0	35.0	0.0	74.0	29.0	28.0	12.0	35.0	2.0	23.0	0.0	3.0	1.0	17.0	22.0	4.0	3.0	30.0	0.0	42.0
DYNC1H1	32.0	28.0	24.0	50.0	4.0	19.0	8.0	6.0	7.0	37.0	35.0	8.0	11.0	52.0	3.0	166.0	29.0	26.0	17.0	35.0	4.0	18.0	8.0	6.0	7.0	32.0	34.0	5.0	8.0	40.0	3.0	78.0
PCNT	32.0	22.0	17.0	43.0	3.0	20.0	5.0	4.0	11.0	22.0	22.0	4.0	2.0	33.0	0.0	109.0	29.0	21.0	13.0	34.0	3.0	19.0	5.0	4.0	11.0	22.0	21.0	3.0	2.0	26.0	0.0	61.0
DNAH9	31.0	30.0	14.0	69.0	12.0	38.0	21.0	4.0	17.0	115.0	88.0	9.0	18.0	70.0	3.0	244.0	29.0	26.0	13.0	43.0	10.0	37.0	19.0	4.0	17.0	92.0	73.0	7.0	8.0	56.0	3.0	81.0
NCOR1	35.0	53.0	14.0	32.0	4.0	16.0	5.0	5.0	9.0	18.0	23.0	6.0	9.0	31.0	0.0	113.0	28.0	49.0	12.0	27.0	4.0	14.0	5.0	5.0	8.0	17.0	21.0	6.0	5.0	28.0	0.0	64.0
ATAD5	32.0	11.0	6.0	31.0	0.0	19.0	3.0	3.0	6.0	10.0	10.0	2.0	9.0	17.0	2.0	88.0	28.0	11.0	5.0	24.0	0.0	13.0	3.0	3.0	6.0	10.0	10.0	2.0	4.0	14.0	2.0	56.0
BDP1	31.0	13.0	13.0	34.0	6.0	3.0	5.0	3.0	4.0	30.0	18.0	3.0	12.0	39.0	6.0	100.0	28.0	12.0	9.0	26.0	6.0	3.0	5.0	3.0	4.0	28.0	16.0	3.0	3.0	30.0	6.0	52.0
COL7A1	31.0	16.0	16.0	51.0	6.0	9.0	2.0	2.0	14.0	39.0	17.0	9.0	8.0	45.0	0.0	100.0	28.0	15.0	12.0	39.0	6.0	8.0	2.0	2.0	13.0	36.0	17.0	6.0	7.0	39.0	0.0	58.0
FRAS1	31.0	21.0	18.0	49.0	5.0	19.0	6.0	3.0	20.0	44.0	34.0	6.0	12.0	39.0	1.0	132.0	28.0	19.0	15.0	39.0	4.0	18.0	6.0	2.0	16.0	37.0	33.0	6.0	7.0	36.0	1.0	76.0
MUC5B	31.0	30.0	36.0	84.0	13.0	41.0	4.0	5.0	17.0	54.0	65.0	10.0	13.0	62.0	2.0	246.0	28.0	30.0	22.0	55.0	12.0	33.0	4.0	5.0	17.0	43.0	52.0	7.0	9.0	44.0	2.0	105.0
LYST	30.0	29.0	14.0	43.0	6.0	16.0	10.0	4.0	6.0	51.0	34.0	7.0	16.0	40.0	2.0	208.0	28.0	24.0	10.0	30.0	6.0	15.0	10.0	4.0	6.0	48.0	31.0	6.0	5.0	36.0	2.0	74.0
HERC2	29.0	33.0	15.0	66.0	10.0	36.0	6.0	12.0	20.0	78.0	60.0	9.0	12.0	74.0	0.0	268.0	28.0	28.0	12.0	50.0	10.0	34.0	6.0	12.0	19.0	67.0	55.0	5.0	7.0	47.0	0.0	89.0
SPEN	31.0	41.0	29.0	43.0	2.0	27.0	16.0	6.0	10.0	25.0	23.0	10.0	9.0	57.0	1.0	116.0	27.0	32.0	17.0	32.0	2.0	25.0	14.0	6.0	9.0	21.0	17.0	7.0	3.0	39.0	1.0	60.0
PKHD1	30.0	24.0	17.0	53.0	4.0	39.0	11.0	15.0	15.0	81.0	98.0	8.0	28.0	48.0	4.0	176.0	27.0	22.0	15.0	39.0	4.0	32.0	11.0	15.0	15.0	69.0	89.0	7.0	11.0	38.0	4.0	72.0
USF3	30.0	14.0	14.0	38.0	5.0	10.0	5.0	3.0	7.0	11.0	29.0	2.0	10.0	27.0	0.0	91.0	27.0	14.0	10.0	28.0	4.0	10.0	5.0	3.0	7.0	10.0	27.0	2.0	6.0	23.0	0.0	62.0
BPTF	29.0	11.0	14.0	29.0	3.0	7.0	6.0	5.0	10.0	30.0	20.0	1.0	11.0	28.0	4.0	81.0	27.0	11.0	13.0	22.0	3.0	7.0	5.0	5.0	10.0	28.0	19.0	1.0	6.0	27.0	4.0	47.0
ITPR2	28.0	16.0	12.0	45.0	1.0	21.0	7.0	4.0	7.0	34.0	28.0	7.0	12.0	37.0	3.0	128.0	27.0	16.0	12.0	28.0	1.0	20.0	6.0	4.0	7.0	32.0	25.0	7.0	6.0	28.0	3.0	68.0
PHF3	28.0	18.0	6.0	30.0	2.0	17.0	5.0	2.0	5.0	24.0	19.0	2.0	11.0	26.0	1.0	104.0	27.0	16.0	6.0	21.0	2.0	17.0	5.0	2.0	5.0	22.0	18.0	2.0	6.0	22.0	1.0	56.0
POLQ	28.0	13.0	14.0	39.0	6.0	22.0	4.0	4.0	17.0	33.0	39.0	5.0	11.0	34.0	1.0	104.0	27.0	13.0	13.0	28.0	6.0	21.0	4.0	4.0	15.0	30.0	36.0	4.0	7.0	32.0	1.0	59.0
CDK12	27.0	13.0	16.0	35.0	5.0	7.0	7.0	2.0	3.0	17.0	15.0	16.0	8.0	25.0	1.0	42.0	27.0	12.0	16.0	29.0	5.0	6.0	7.0	2.0	3.0	16.0	14.0	10.0	5.0	24.0	1.0	34.0
FBN2	27.0	12.0	14.0	48.0	11.0	23.0	17.0	2.0	18.0	99.0	44.0	5.0	8.0	40.0	1.0	127.0	27.0	11.0	12.0	37.0	10.0	21.0	16.0	2.0	16.0	79.0	40.0	3.0	5.0	36.0	1.0	68.0
NF1	33.0	40.0	21.0	31.0	5.0	11.0	7.0	6.0	12.0	65.0	57.0	2.0	16.0	42.0	1.0	155.0	26.0	39.0	12.0	26.0	5.0	10.0	7.0	5.0	12.0	56.0	54.0	2.0	9.0	33.0	1.0	71.0
AKAP6	31.0	16.0	10.0	43.0	3.0	21.0	3.0	2.0	9.0	42.0	28.0	3.0	19.0	36.0	0.0	100.0	26.0	15.0	8.0	31.0	3.0	20.0	2.0	2.0	9.0	38.0	27.0	3.0	10.0	29.0	0.0	64.0
PTPRD	31.0	25.0	14.0	29.0	14.0	26.0	1.0	5.0	5.0	106.0	36.0	6.0	9.0	37.0	2.0	131.0	26.0	24.0	13.0	21.0	13.0	24.0	1.0	5.0	4.0	85.0	31.0	5.0	6.0	32.0	2.0	64.0
VPS13C	30.0	31.0	12.0	58.0	5.0	25.0	9.0	6.0	10.0	39.0	35.0	5.0	19.0	36.0	0.0	171.0	26.0	27.0	9.0	35.0	4.0	25.0	8.0	6.0	10.0	38.0	33.0	5.0	7.0	30.0	0.0	65.0
COL11A1	29.0	18.0	15.0	56.0	16.0	58.0	8.0	2.0	20.0	144.0	93.0	12.0	12.0	51.0	1.0	136.0	26.0	17.0	12.0	43.0	16.0	41.0	7.0	2.0	19.0	114.0	76.0	10.0	7.0	44.0	1.0	72.0
DNAH10	29.0	28.0	22.0	85.0	11.0	21.0	7.0	2.0	14.0	34.0	44.0	6.0	38.0	56.0	2.0	248.0	26.0	21.0	15.0	50.0	11.0	17.0	7.0	2.0	13.0	30.0	39.0	6.0	13.0	43.0	2.0	92.0
ARID2	28.0	15.0	9.0	38.0	1.0	18.0	3.0	5.0	23.0	32.0	24.0	8.0	14.0	37.0	4.0	80.0	26.0	14.0	8.0	30.0	1.0	16.0	3.0	5.0	20.0	29.0	21.0	8.0	6.0	33.0	4.0	54.0
ATR	28.0	17.0	10.0	27.0	7.0	21.0	6.0	3.0	13.0	24.0	25.0	1.0	12.0	33.0	2.0	132.0	26.0	14.0	9.0	21.0	7.0	21.0	6.0	3.0	12.0	23.0	21.0	1.0	5.0	27.0	2.0	69.0
CHD7	28.0	21.0	24.0	52.0	5.0	18.0	7.0	1.0	6.0	32.0	39.0	5.0	5.0	45.0	0.0	142.0	26.0	21.0	18.0	41.0	4.0	18.0	7.0	1.0	6.0	30.0	38.0	5.0	4.0	35.0	0.0	67.0
GON4L	28.0	26.0	17.0	21.0	7.0	8.0	6.0	2.0	3.0	20.0	20.0	2.0	7.0	17.0	2.0	69.0	26.0	24.0	11.0	19.0	7.0	8.0	6.0	2.0	3.0	16.0	19.0	2.0	5.0	15.0	2.0	52.0
KALRN	28.0	14.0	18.0	38.0	11.0	28.0	4.0	2.0	7.0	46.0	52.0	1.0	8.0	41.0	1.0	138.0	26.0	13.0	14.0	32.0	11.0	26.0	4.0	2.0	7.0	40.0	49.0	1.0	7.0	33.0	1.0	73.0
SCN1A	28.0	18.0	4.0	56.0	9.0	28.0	5.0	3.0	10.0	37.0	69.0	7.0	10.0	33.0	1.0	127.0	26.0	16.0	4.0	43.0	8.0	28.0	5.0	3.0	10.0	29.0	56.0	6.0	5.0	29.0	1.0	64.0
BSN	27.0	22.0	20.0	57.0	4.0	14.0	2.0	2.0	12.0	31.0	23.0	9.0	11.0	52.0	3.0	116.0	26.0	18.0	16.0	43.0	4.0	13.0	2.0	2.0	12.0	28.0	20.0	8.0	8.0	39.0	3.0	72.0
NUP205	27.0	8.0	7.0	43.0	0.0	11.0	6.0	4.0	2.0	22.0	28.0	2.0	7.0	25.0	0.0	82.0	26.0	8.0	5.0	32.0	0.0	11.0	6.0	4.0	2.0	22.0	24.0	2.0	4.0	23.0	0.0	50.0
CCDC88A	26.0	17.0	12.0	27.0	5.0	11.0	2.0	2.0	3.0	18.0	18.0	2.0	11.0	30.0	0.0	97.0	26.0	11.0	10.0	23.0	5.0	11.0	2.0	2.0	3.0	18.0	16.0	2.0	7.0	24.0	0.0	51.0
SRRM2	34.0	18.0	13.0	34.0	3.0	19.0	7.0	11.0	8.0	29.0	26.0	0.0	6.0	31.0	2.0	127.0	25.0	12.0	9.0	28.0	3.0	16.0	7.0	10.0	8.0	28.0	25.0	0.0	3.0	28.0	2.0	56.0
CDKN2A	31.0	0.0	7.0	1.0	12.0	107.0	0.0	1.0	10.0	29.0	72.0	1.0	0.0	18.0	1.0	8.0	25.0	0.0	6.0	1.0	12.0	103.0	0.0	1.0	10.0	25.0	71.0	1.0	0.0	17.0	1.0	5.0
DSP	30.0	20.0	23.0	30.0	5.0	26.0	5.0	5.0	8.0	25.0	24.0	4.0	6.0	35.0	1.0	132.0	25.0	16.0	15.0	26.0	5.0	24.0	5.0	5.0	6.0	23.0	23.0	4.0	4.0	28.0	1.0	64.0
MYO9A	30.0	14.0	13.0	30.0	0.0	13.0	2.0	5.0	7.0	18.0	13.0	10.0	8.0	21.0	1.0	116.0	25.0	13.0	13.0	23.0	0.0	13.0	2.0	5.0	7.0	18.0	12.0	8.0	5.0	21.0	1.0	67.0
ANKHD1-EIF4EBP3	29.0	15.0	16.0	27.0	5.0	14.0	5.0	3.0	11.0	20.0	18.0	2.0	7.0	18.0	0.0	95.0	25.0	15.0	13.0	23.0	5.0	13.0	5.0	3.0	10.0	19.0	18.0	2.0	6.0	17.0	0.0	60.0
CELSR3	29.0	11.0	13.0	32.0	3.0	12.0	3.0	3.0	11.0	29.0	15.0	7.0	5.0	59.0	1.0	93.0	25.0	11.0	10.0	23.0	3.0	10.0	3.0	3.0	11.0	25.0	15.0	5.0	4.0	45.0	1.0	56.0
DOP1B	28.0	11.0	14.0	25.0	2.0	8.0	2.0	2.0	5.0	27.0	11.0	2.0	3.0	33.0	0.0	88.0	25.0	9.0	13.0	21.0	2.0	8.0	2.0	2.0	4.0	25.0	11.0	2.0	3.0	28.0	0.0	54.0
FAT2	28.0	24.0	25.0	70.0	10.0	36.0	4.0	2.0	19.0	47.0	31.0	7.0	19.0	75.0	0.0	212.0	25.0	19.0	17.0	46.0	7.0	31.0	4.0	2.0	18.0	40.0	26.0	7.0	7.0	55.0	0.0	89.0
HSPG2	28.0	13.0	27.0	32.0	9.0	16.0	4.0	4.0	8.0	26.0	24.0	6.0	3.0	36.0	1.0	118.0	25.0	12.0	16.0	30.0	8.0	15.0	4.0	4.0	8.0	24.0	21.0	5.0	3.0	30.0	1.0	64.0
PRKDC	28.0	31.0	30.0	67.0	10.0	23.0	8.0	5.0	19.0	38.0	29.0	6.0	8.0	58.0	3.0	180.0	25.0	27.0	21.0	45.0	10.0	22.0	8.0	5.0	19.0	36.0	29.0	6.0	8.0	40.0	3.0	84.0
SPAG17	28.0	17.0	16.0	47.0	5.0	18.0	4.0	2.0	10.0	34.0	43.0	2.0	24.0	29.0	1.0	103.0	25.0	15.0	15.0	34.0	5.0	17.0	4.0	2.0	9.0	33.0	36.0	2.0	8.0	26.0	1.0	61.0
FBN1	27.0	21.0	18.0	54.0	11.0	17.0	7.0	1.0	16.0	27.0	33.0	9.0	21.0	45.0	3.0	146.0	25.0	19.0	14.0	36.0	11.0	15.0	7.0	1.0	16.0	25.0	31.0	9.0	11.0	38.0	3.0	67.0
FMN2	27.0	29.0	16.0	36.0	15.0	34.0	4.0	1.0	14.0	68.0	74.0	7.0	11.0	41.0	0.0	72.0	25.0	27.0	14.0	32.0	14.0	31.0	4.0	1.0	14.0	58.0	67.0	5.0	9.0	34.0	0.0	48.0
NAV3	27.0	17.0	28.0	66.0	14.0	41.0	7.0	5.0	9.0	145.0	117.0	4.0	23.0	54.0	4.0	145.0	25.0	17.0	23.0	44.0	14.0	36.0	7.0	5.0	9.0	115.0	100.0	3.0	9.0	46.0	4.0	72.0
PARD3	27.0	6.0	11.0	18.0	5.0	11.0	2.0	2.0	5.0	15.0	16.0	1.0	3.0	20.0	1.0	82.0	25.0	6.0	9.0	15.0	5.0	11.0	2.0	2.0	5.0	15.0	16.0	1.0	3.0	18.0	1.0	46.0
UBR5	27.0	21.0	16.0	39.0	5.0	17.0	4.0	3.0	5.0	34.0	26.0	4.0	8.0	76.0	2.0	111.0	25.0	21.0	13.0	34.0	5.0	17.0	4.0	3.0	5.0	30.0	26.0	2.0	5.0	59.0	2.0	63.0
COL6A3	26.0	19.0	21.0	70.0	8.0	21.0	11.0	4.0	15.0	71.0	59.0	5.0	21.0	46.0	2.0	169.0	25.0	19.0	14.0	48.0	7.0	20.0	11.0	4.0	14.0	62.0	50.0	5.0	9.0	39.0	2.0	70.0
DCC	26.0	14.0	15.0	40.0	11.0	24.0	2.0	4.0	9.0	38.0	53.0	7.0	14.0	36.0	2.0	133.0	25.0	14.0	12.0	34.0	10.0	22.0	2.0	4.0	9.0	33.0	45.0	7.0	8.0	35.0	2.0	71.0
HYDIN	26.0	25.0	28.0	70.0	11.0	18.0	8.0	3.0	15.0	57.0	48.0	3.0	29.0	33.0	0.0	166.0	25.0	24.0	21.0	53.0	11.0	18.0	7.0	3.0	14.0	51.0	45.0	3.0	16.0	28.0	0.0	64.0
LAMA1	26.0	21.0	11.0	56.0	22.0	25.0	5.0	0.0	16.0	66.0	44.0	3.0	8.0	66.0	0.0	142.0	25.0	21.0	11.0	44.0	16.0	23.0	5.0	0.0	16.0	56.0	40.0	3.0	5.0	54.0	0.0	70.0
NFE2L2	26.0	3.0	20.0	6.0	17.0	28.0	4.0	6.0	9.0	17.0	70.0	1.0	3.0	4.0	0.0	43.0	25.0	3.0	16.0	6.0	17.0	28.0	4.0	6.0	8.0	17.0	69.0	1.0	2.0	4.0	0.0	38.0
SPHKAP	26.0	25.0	13.0	35.0	2.0	21.0	8.0	2.0	9.0	61.0	79.0	7.0	11.0	28.0	0.0	75.0	25.0	22.0	12.0	30.0	2.0	20.0	8.0	2.0	9.0	53.0	68.0	7.0	8.0	26.0	0.0	47.0
ACACA	25.0	15.0	10.0	38.0	7.0	15.0	4.0	3.0	6.0	18.0	16.0	5.0	7.0	28.0	0.0	91.0	25.0	14.0	8.0	30.0	7.0	15.0	4.0	3.0	6.0	18.0	16.0	5.0	6.0	24.0	0.0	55.0
COL14A1	25.0	28.0	4.0	37.0	5.0	26.0	3.0	3.0	5.0	50.0	20.0	2.0	11.0	32.0	0.0	86.0	25.0	19.0	4.0	29.0	5.0	24.0	3.0	3.0	5.0	45.0	20.0	2.0	5.0	27.0	0.0	50.0
SETD2	28.0	20.0	14.0	33.0	2.0	9.0	49.0	15.0	11.0	47.0	17.0	7.0	12.0	25.0	2.0	113.0	24.0	18.0	13.0	24.0	2.0	9.0	46.0	15.0	11.0	37.0	16.0	7.0	8.0	20.0	2.0	62.0
TENM1	28.0	25.0	26.0	49.0	9.0	34.0	6.0	3.0	8.0	76.0	62.0	3.0	16.0	48.0	3.0	186.0	24.0	23.0	20.0	43.0	9.0	29.0	6.0	3.0	8.0	61.0	54.0	2.0	13.0	38.0	3.0	90.0
RHOB	27.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	3.0	2.0	0.0	1.0	0.0	2.0	0.0	4.0	24.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	3.0	2.0	0.0	1.0	0.0	2.0	0.0	4.0
TG	27.0	25.0	18.0	39.0	13.0	19.0	4.0	6.0	17.0	72.0	43.0	6.0	14.0	61.0	18.0	162.0	24.0	24.0	16.0	33.0	9.0	18.0	4.0	6.0	15.0	58.0	39.0	6.0	10.0	50.0	18.0	78.0
IGSF10	26.0	15.0	18.0	44.0	5.0	14.0	6.0	4.0	5.0	34.0	20.0	7.0	17.0	39.0	0.0	137.0	24.0	15.0	13.0	29.0	5.0	13.0	6.0	4.0	5.0	31.0	18.0	7.0	7.0	34.0	0.0	61.0
RANBP2	26.0	20.0	16.0	33.0	6.0	12.0	8.0	7.0	9.0	33.0	30.0	5.0	16.0	43.0	0.0	154.0	24.0	18.0	13.0	28.0	6.0	11.0	8.0	7.0	9.0	30.0	29.0	4.0	6.0	32.0	0.0	70.0
TNXB	26.0	18.0	11.0	66.0	10.0	22.0	3.0	5.0	11.0	30.0	59.0	9.0	5.0	50.0	1.0	131.0	24.0	16.0	10.0	51.0	9.0	19.0	3.0	5.0	10.0	25.0	46.0	8.0	4.0	38.0	1.0	62.0
FBN3	25.0	15.0	9.0	48.0	8.0	11.0	6.0	1.0	8.0	24.0	33.0	10.0	11.0	39.0	2.0	115.0	24.0	15.0	7.0	39.0	7.0	10.0	6.0	1.0	8.0	24.0	33.0	10.0	10.0	31.0	2.0	71.0
HRNR	25.0	19.0	8.0	29.0	5.0	17.0	3.0	0.0	8.0	69.0	26.0	4.0	9.0	29.0	0.0	62.0	24.0	18.0	8.0	27.0	5.0	16.0	3.0	0.0	8.0	59.0	24.0	3.0	7.0	28.0	0.0	49.0
PREX2	25.0	23.0	6.0	39.0	13.0	17.0	1.0	2.0	16.0	29.0	43.0	3.0	9.0	67.0	0.0	61.0	24.0	22.0	6.0	32.0	12.0	17.0	1.0	2.0	16.0	26.0	41.0	3.0	7.0	53.0	0.0	40.0
COL6A6	24.0	18.0	10.0	47.0	6.0	23.0	11.0	4.0	17.0	42.0	43.0	1.0	15.0	42.0	2.0	106.0	24.0	18.0	9.0	40.0	6.0	21.0	11.0	4.0	16.0	37.0	42.0	1.0	7.0	31.0	2.0	57.0
HUWE1	24.0	41.0	37.0	37.0	14.0	48.0	6.0	5.0	10.0	48.0	40.0	4.0	10.0	40.0	2.0	260.0	24.0	35.0	28.0	34.0	12.0	45.0	6.0	5.0	10.0	43.0	37.0	4.0	8.0	36.0	2.0	92.0
SZT2	30.0	18.0	17.0	29.0	5.0	14.0	4.0	6.0	4.0	26.0	23.0	6.0	9.0	32.0	2.0	153.0	23.0	14.0	11.0	24.0	5.0	13.0	4.0	6.0	4.0	22.0	22.0	4.0	7.0	26.0	2.0	77.0
TET1	29.0	14.0	12.0	31.0	5.0	8.0	3.0	7.0	8.0	25.0	21.0	4.0	12.0	29.0	2.0	94.0	23.0	10.0	10.0	26.0	4.0	8.0	3.0	7.0	8.0	23.0	19.0	4.0	8.0	25.0	2.0	54.0
SVIL	28.0	19.0	10.0	44.0	2.0	14.0	3.0	3.0	7.0	23.0	12.0	2.0	8.0	32.0	3.0	115.0	23.0	17.0	9.0	37.0	2.0	14.0	3.0	3.0	7.0	21.0	11.0	2.0	4.0	28.0	3.0	69.0
C2orf16	27.0	16.0	11.0	28.0	1.0	16.0	0.0	1.0	0.0	20.0	33.0	3.0	12.0	18.0	0.0	85.0	23.0	13.0	10.0	20.0	1.0	13.0	0.0	1.0	0.0	17.0	29.0	3.0	4.0	16.0	0.0	49.0
DMXL1	27.0	21.0	12.0	39.0	5.0	9.0	4.0	5.0	7.0	31.0	20.0	4.0	21.0	29.0	2.0	147.0	23.0	18.0	9.0	29.0	5.0	9.0	4.0	5.0	7.0	30.0	19.0	4.0	9.0	25.0	2.0	69.0
HECTD4	27.0	18.0	14.0	52.0	6.0	17.0	2.0	5.0	13.0	28.0	22.0	7.0	9.0	50.0	0.0	155.0	23.0	15.0	12.0	44.0	6.0	15.0	2.0	5.0	13.0	28.0	22.0	6.0	8.0	39.0	0.0	75.0
ARHGAP35	26.0	15.0	12.0	28.0	4.0	12.0	6.0	1.0	7.0	18.0	30.0	2.0	7.0	22.0	0.0	142.0	23.0	13.0	10.0	25.0	4.0	12.0	6.0	1.0	7.0	16.0	29.0	2.0	4.0	18.0	0.0	97.0
LAMA2	26.0	21.0	13.0	63.0	5.0	36.0	7.0	2.0	10.0	71.0	66.0	4.0	11.0	46.0	0.0	179.0	23.0	19.0	10.0	45.0	4.0	35.0	7.0	2.0	10.0	62.0	58.0	4.0	7.0	36.0	0.0	81.0
WNK1	26.0	15.0	10.0	26.0	2.0	7.0	2.0	2.0	2.0	17.0	28.0	5.0	6.0	25.0	0.0	74.0	23.0	13.0	10.0	21.0	2.0	7.0	2.0	2.0	2.0	17.0	24.0	5.0	4.0	24.0	0.0	38.0
ZNF292	26.0	23.0	9.0	47.0	10.0	19.0	5.0	4.0	7.0	24.0	20.0	5.0	12.0	42.0	1.0	168.0	23.0	19.0	8.0	34.0	10.0	19.0	5.0	4.0	7.0	22.0	19.0	5.0	6.0	33.0	1.0	89.0
BAZ2B	25.0	26.0	8.0	22.0	6.0	16.0	8.0	4.0	10.0	24.0	22.0	4.0	6.0	18.0	0.0	99.0	23.0	21.0	7.0	17.0	6.0	15.0	8.0	3.0	10.0	23.0	22.0	4.0	3.0	16.0	0.0	57.0
CHD6	25.0	22.0	17.0	41.0	3.0	12.0	6.0	3.0	7.0	33.0	18.0	8.0	10.0	35.0	1.0	110.0	23.0	22.0	16.0	31.0	3.0	12.0	6.0	3.0	7.0	32.0	18.0	6.0	8.0	30.0	1.0	67.0
CNTNAP2	25.0	12.0	12.0	33.0	5.0	21.0	3.0	0.0	11.0	82.0	67.0	2.0	9.0	42.0	0.0	102.0	23.0	12.0	12.0	31.0	5.0	19.0	3.0	0.0	11.0	68.0	58.0	2.0	7.0	37.0	0.0	61.0
